WID,WELL_NAME,WELL_S_NAM,ELEVATION,DEPTH_m,ID_NQN,LATITUDE,LONGITUDE,F_ID,RID,Geometry_ID,OP_ID,ST_ID,FM_ID
6274,SJ.Nq.ET.i-165,ET.i-165,761.54,1252,A085,-37.36749848,-69.19340888,0,0,0,4,2,9
6275,CSJ.Nq.ET.i-633,ET.i-633,870.45,1500,A085,-37.37234242,-69.29676726,0,0,0,4,2,0
6276,Pp.Nq.AB-1054,AB-1054,542.97,1325,A002,-38.8030008,-68.96552533,0,0,0,9,1,10
6277,Pp.Nq.AB-1040,AB-1040,539.61,1320,A002,-38.80180898,-68.97173878,0,0,0,9,1,10
6278,YPF.Nq.ChSN.ia-151(I),ChSN.ia-151(I),1018.26,1070,A048,-37.30717047,-69.31574477,0,0,0,2,1,0
6279,YPF.Nq.ChSN.x-4,ChSN.x-4,1020.46,2713,A048,-37.30772483,-69.31381145,1,0,0,2,2,0
6280,YPF.Nq.ChSN-130,ChSN-130,1073.27,1106,A048,-37.30385558,-69.31169138,0,0,0,2,0,0
6281,YPF.Nq.ChSN-266,ChSN-266,1034.27,1074,A048,-37.30405445,-69.31570199,4,0,0,2,1,0
6282,YPF.Nq.ChSN-160,ChSN-160,1040.27,1050,A048,-37.30071739,-69.31947112,0,0,0,2,0,0
6283,YPF.Nq.ChSN.ia-P6,ChSN.ia-P6,1031.56,1005,A048,-37.30265154,-69.32270982,0,0,0,2,1,0
6284,YPF.Nq.ChSN-258,ChSN-258,1034.27,1025,A048,-37.30087169,-69.32370121,4,0,0,2,1,0
6285,YPF.Nq.ChSN.ia-Q6,ChSN.ia-Q6,1045.21,1075,A048,-37.29918016,-69.32183832,0,0,0,2,1,0
6286,YPF.Nq.ChSN-570,ChSN-570,1036.65,1341,A048,-37.29778435,-69.33004607,4,0,0,2,1,0
6287,YPF.Nq.ChSN.a-539,ChSN.a-539,1005.17,890,A048,-37.33814797,-69.34566149,4,0,0,2,2,9
6288,YPF.Nq.ChSN-575,ChSN-575,1031,1075,A048,-37.33987413,-69.34870598,4,0,0,2,2,9
6289,YPF.Nq.ChSN-560,ChSN-560,997.79,1090,A048,-37.33461333,-69.34648068,4,0,0,2,2,9
6290,YPF.Nq.ChSN.x-500,ChSN.x-500,986.25,1500,A048,-37.3333271,-69.3422078,4,0,0,2,2,9
6291,YPF.Nq.ChSN-583,ChSN-583,984.46,894,A048,-37.33178865,-69.34108543,4,0,0,2,2,9
6292,YPF.Nq.ChSN-574,ChSN-574,999.13,877,A048,-37.3325364,-69.34827319,4,0,0,2,2,9
6293,YPF.Nq.ChSN-26,ChSN-26,969.85,1403,A048,-37.32763411,-69.33635478,3,0,0,2,0,0
6294,YPF.Nq.ChSN-34,ChSN-34,962.15,1350,A048,-37.32584896,-69.32895468,0,0,0,2,1,0
6295,YPF.Nq.ChSN-83,ChSN-83,968.25,1340,A048,-37.32311558,-69.32883208,4,0,0,2,2,0
6296,YPF.Nq.ChSN-22,ChSN-22,966.35,1350,A048,-37.32353311,-69.32525838,4,0,0,2,2,0
6297,YPF.Nq.ChSN-23,ChSN-23,960.75,1351,A048,-37.32540862,-69.32061011,4,0,0,2,2,0
6298,YPF.Nq.ChSN-528,ChSN-528,948.14,1375,A048,-37.32971499,-69.31824248,3,0,0,2,2,0
6299,YPF.Nq.ChSN-502,ChSN-502,990.25,1353,A048,-37.3159594,-69.31201702,3,0,0,2,0,0
6300,YPF.Nq.ChSN.ia-502(I),ChSN.ia-502(I),990.37,1340,A048,-37.3159594,-69.31201702,0,0,0,2,1,0
6301,YPF.Nq.Lm.a-35,Lm.a-35,824.31,1150,A048,-37.30996198,-69.2045073,4,0,0,2,1,20
6302,YPF.Nq.Avt.e-2,Avt.e-2,643,1403,A048,-37.34593951,-69.08149905,0,0,0,2,1,0
6303,YPF.Nq.Avt.x-1,Avt.x-1,635,2600,A048,-37.35176435,-69.06766603,4,0,0,2,1,0
6304,YPF.Nq.DB-130,DB-130,619,1026,A048,-37.33576564,-69.0606181,0,0,0,2,0,0
6305,YPF.Nq.DB-67,DB-67,625,1025,A048,-37.33798469,-69.06911121,4,0,0,2,2,0
6306,PLU.Nq.Ce-1332(d),Ce-1332(d),357.84,2643,A243,-38.89297877,-68.20486365,4,0,1,25,1,10
6307,YPF.Nq.ChSN-475,ChSN-475,962.05,1379,A048,-37.32590788,-69.32552993,0,0,0,2,1,0
6308,CHA.Nq.ET-1002,ET-1002,866.2,1329.7,A085,-37.41597025,-69.35721919,4,0,0,4,1,9
6309,CHA.Nq.ET-1180,ET-1180,840.15,1284,A085,-37.40212657,-69.27298374,4,0,0,4,1,9
6310,TAU.Nq.APCO-8(h),APCO-8(h),572,2810,A246,-38.33005984,-69.25390513,1,2,2,29,2,14
6311,TAU.Nq.APN-18,APN-18,989,1971,A246,-38.20566638,-69.36691115,1,0,0,29,1,14
6312,TAU.Nq.APN-21,APN-21,675.95,1969,A246,-38.19751843,-69.27371439,3,0,0,29,1,14
6313,TAU.Nq.APN-22,APN-22,872,1932,A246,-38.19158351,-69.31684044,1,0,0,29,1,14
6314,YPF.Nq.AT-144,AT-144,696.93,2090,A117,-38.7380712,-68.8755495,4,0,0,2,1,13
6315,TAU.Nq.LCar-23,LCar-23,692.58,2160,A246,-38.28804799,-69.29300056,1,0,0,29,1,14
6316,TAU.Nq.ACas.xp-1,ACas.xp-1,1149.9,3342.35,A110,-38.26355012,-69.58826643,1,1,0,18,2,23
6317,APA.Nq.ACS-13(d),ACS-13(d),912.1,3166,A020,-39.00748671,-69.71562534,1,2,1,15,1,16
6318,PNR.Nq.AC-2005,AC-2005,827.9,2880,A020,-38.9750719,-69.70407576,1,0,0,15,1,13
6319,PI.Nq.AC-75,AC-75,843.4,1363,A020,-38.98320572,-69.70503916,4,0,0,15,1,13
6320,YPF.Nq.AC-61,AC-61,832.9,1288,A020,-38.97978849,-69.7025912,4,0,0,15,2,13
6321,YPF.Nq.AC-49,AC-49,837.6,1281,A020,-38.98054115,-69.69677809,4,0,0,15,2,13
6322,YPF.Nq.AC.a-24,AC.a-24,839,1290,A020,-38.98547147,-69.68629733,4,0,0,15,2,13
6323,YPF.Nq.AC-26,AC-26,828.5,1261,A020,-38.98153441,-69.68010349,4,0,0,15,2,13
6324,APA.Nq.AC-2010(I),AC-2010(I),839,2745,A020,-38.980135,-69.71527054,1,0,0,15,2,2
6325,YPF.Nq.AC-63,AC-63,847.7,1349,A020,-38.98299689,-69.72519297,4,0,0,15,2,13
6326,YPF.Nq.AC-28,AC-28,852.2,1276,A020,-38.98819664,-69.70947689,4,0,0,15,2,13
6327,AEA.Nq.AC-92,AC-92,857.1,1374,A020,-38.98708291,-69.73391865,4,0,0,15,1,10
6328,AEA.Nq.AC-95,AC-95,854.81,1402,A020,-38.99129081,-69.70391308,4,0,0,15,1,13
6329,CSJ.Nq.RR.x-1,RR.x-1,684.5,1580,A261,-37.68243212,-69.48285319,6,0,0,30,0,0
6330,YPF.Nq.NG-60,NG-60,546,2101,A117,-38.7339625,-69.00042656,1,0,0,2,0,13
6331,YPF.Nq.NG-48,NG-48,541,1942,A117,-38.7337868,-68.92322931,3,0,0,2,1,13
6332,YPF.Nq.NG.a-13,NG.a-13,563.44,1976,A117,-38.73628183,-68.91588849,1,0,0,2,2,13
6333,PNR.Nq.BCE-1031,BCE-1031,634.7,952,A012,-39.18366791,-68.95727989,4,0,0,15,1,16
6334,PNR.Nq.BCE-1030,BCE-1030,629.5,950,A012,-39.18231859,-68.95663302,4,0,0,15,2,18
6335,BRI.Nq.BCE-1025,BCE-1025,655.2,919,A012,-39.18286501,-68.95836637,4,0,0,15,2,13
6336,BRI.Nq.BCE-1007,BCE-1007,640.4,971,A012,-39.18566541,-68.95554721,4,0,0,15,2,13
6337,BRI.Nq.BCE-1006,BCE-1006,638.7,949,A012,-39.18468508,-68.95871322,4,0,0,15,2,13
6338,BRI.Nq.BCE-1011,BCE-1011,641.7,947,A012,-39.18352776,-68.95571958,4,0,0,15,1,13
6339,BRI.Nq.BCE-1019,BCE-1019,624.8,932,A012,-39.18183935,-68.9507806,4,0,0,15,1,13
6340,BRI.Nq.BCE-1012,BCE-1012,618.5,946,A012,-39.18092703,-68.94883024,4,0,0,15,2,13
6341,AEA.Nq.BCE-1035,BCE-1035,617,900,A012,-39.18054928,-68.9468806,4,0,0,15,2,18
6342,BRI.Nq.BCE-1023,BCE-1023,640.3,924,A012,-39.18439372,-68.96105324,4,0,0,15,1,13
6343,BRI.Nq.BCE-1018,BCE-1018,645,923,A012,-39.18538191,-68.96261458,4,0,0,15,2,13
6344,BRI.Nq.BCE-1010,BCE-1010,646.9,948,A012,-39.18572439,-68.96479874,4,0,0,15,1,13
6345,PNR.Nq.BCE-1029,BCE-1029,650,950,A012,-39.18662477,-68.96584599,4,0,0,15,2,16
6346,PNR.Nq.BCE-1033,BCE-1033,645.7,960,A012,-39.18457252,-68.96393564,4,0,0,15,1,16
6347,PNR.Nq.BCE-1034,BCE-1034,641.7,925,A012,-39.18484697,-68.96629593,4,0,0,15,2,16
6348,BRI.Nq.BCE-1005,BCE-1005,647.5,943,A012,-39.18655792,-68.96159486,4,0,0,15,2,13
6349,BRI.Nq.BCE-1017,BCE-1017,650.2,906,A012,-39.18679362,-68.96398301,4,0,0,15,2,13
6350,AEA.Nq.BCE-1037(h),BCE-1037(h),640.8,1297,A012,-39.18441985,-68.9611043,4,0,2,15,2,13
6351,BRI.Nq.BCE-1022,BCE-1022,648,927,A012,-39.18667878,-68.96858593,4,0,0,15,2,13
6352,BRI.Nq.BCE-1024,BCE-1024,656.4,948,A012,-39.18846886,-68.96824243,4,0,0,15,1,13
6353,BRI.Nq.BCE-1008,BCE-1008,656.8,958,A012,-39.18810101,-68.96596078,4,0,0,15,1,13
6354,BRI.Nq.BCE-1015,BCE-1015,655.1,950,A012,-39.18843984,-68.96304364,0,0,0,15,1,13
6355,YPF.Nq.BC-20,BC-20,670.5,929,A012,-39.18342706,-68.97298433,0,0,0,15,2,18
6356,YPF.Nq.BC-16,BC-16,694,960,A012,-39.18186035,-68.97966472,0,0,0,15,1,18
6357,YPF.Nq.AQ-12,AQ-12,436,1227,A012,-39.08168422,-68.89782121,0,0,0,15,2,13
6358,PNR.Nq.AQ.xp-38,AQ.xp-38,430.4,2400,A012,-39.08177094,-68.89259921,4,0,0,15,2,13
6359,CHA.Nq.ET-1323,ET-1323,840.6,1325,A085,-37.40026914,-69.29017318,4,0,0,4,1,20
6360,YPF.Nq.PDL.x-1,PDL.x-1,1212,2101,A159,-37.59301936,-69.76013163,3,0,0,2,2,7
6361,CSJ.Nq.CDT.x-2,CDT.x-2,928.5,2450,A034,-37.56823028,-69.62360722,4,0,0,8,0,0
6362,CSJ.Nq.CDT.x-1,CDT.x-1,1163,2254,A236,-37.54224761,-69.64530791,1,0,0,99,0,0
6363,YPF.Nq.Hu.x-1,Hu.x-1,1232,1735,A236,-37.46839805,-69.64180944,3,0,0,99,0,0
6364,MED.Nq.ACh.x-1026(h),ACh.x-1026(h),927.25,3982,A003,-37.47429954,-69.00953628,4,1,2,14,1,23
6365,PAM.Nq.SO.x-2001,SO.x-2001,336.46,671,A163,-38.96091147,-68.46496741,7,0,0,99,2,7
6366,PAM.Nq.RLE.x-2001,RLE.x-2001,326.24,630,A202,-38.96119366,-68.38697327,1,0,0,23,2,4
6367,PAM.Nq.RLC.x-2001,RLC.x-2001,284.75,1220,A202,-38.97101952,-68.36018185,0,0,0,23,2,7
6368,ROC.Nq.CAS.x-2,CAS.x-2,671.3,3512,A208,-38.33000508,-68.33481171,4,0,0,18,2,21
6369,APA.Nq.ACS-18(h),ACS-18(h),924.8,3763,A020,-39.0119005,-69.71649023,1,2,2,15,1,16
6370,YPF.Nq.AC.a-11,AC.a-11,889.2,1471,A020,-39.00196078,-69.70913108,3,0,0,15,0,7
6371,PNR.Nq.ERC.x-2,ERC.x-2,799.9,1750,A020,-38.9234756,-69.77738813,4,0,0,15,2,13
6372,PNR.Nq.PL.a-1045,PL.a-1045,626.7,1920,A009,-38.8061941,-69.08449714,3,0,0,25,0,7
6373,PNR.Nq.PL-1037,PL-1037,635.3,1670,A009,-38.80898636,-69.07700554,4,0,0,25,1,13
6374,PNR.Nq.PL-1039,PL-1039,600.5,1639,A009,-38.8053906,-69.07171712,3,0,0,25,0,7
6375,YPF.Nq.BO.a-6,BO.a-6,534.09,1988,A009,-38.785549,-69.07317679,3,0,0,25,2,13
6376,PNR.Nq.AV.a-5,AV.a-5,585.9,2460,A009,-38.79205326,-69.17408481,4,0,0,25,2,7
6377,YPF.Nq.AV.x-1,AV.x-1,609.8,2211,A011,-38.82361019,-69.3595532,3,0,0,2,0,7
6378,YPF.Nq.Gu-23,Gu-23,610,1665,A011,-38.85608427,-69.29765854,4,0,0,2,0,16
6379,AEA.Nq.Gu-1116,Gu-1116,667.8,2050,A011,-38.85027601,-69.30386328,4,0,0,2,2,13
6380,QCO.Nq.Gu-5A,Gu-5A,614.7,300,A011,-38.85684027,-69.27431178,4,0,0,2,0,7
6381,AEA.Nq.Gu-1123,Gu-1123,621.07,1156,A011,-38.87163825,-69.24127328,4,0,0,2,1,13
6382,AEA.Nq.Gu-1121,Gu-1121,620.19,1584,A011,-38.87118515,-69.23965739,3,0,0,2,1,7
6383,AEA.Nq.Gu-1155,Gu-1155,613.06,1650,A011,-38.87288471,-69.23902206,4,0,0,2,1,13
6384,APA.Nq.Gu-1201(h),Gu-1201(h),622.59,1600,A011,-38.87200009,-69.24559783,4,0,2,2,2,19
6385,APA.Nq.Gu-1199(d),Gu-1199(d),603.69,3375,A011,-38.86793664,-69.22493009,1,2,1,2,1,16
6386,APA.Nq.Gu-1182(d),Gu-1182(d),601.96,3701,A011,-38.86043238,-69.23723963,1,2,1,2,1,16
6387,PNR.Nq.Gu-1085,Gu-1085,597.7,1650,A011,-38.85665351,-69.23507653,1,0,0,2,1,13
6388,QCO.Nq.Gu-1020,Gu-1020,602.1,1610,A011,-38.85768477,-69.22462487,4,0,0,2,1,13
6389,QCO.Nq.Gu-6A,Gu-6A,593.8,300,A011,-38.85176594,-69.2289485,4,0,0,2,0,7
6390,QCO.Nq.Gu-1019,Gu-1019,585.4,1596,A011,-38.86830258,-69.20698285,0,0,0,2,2,13
6391,QCO.Nq.Gu-1043,Gu-1043,591.1,1602,A011,-38.87128314,-69.19860648,4,0,0,2,2,13
6392,PNR.Nq.Gu-1049,Gu-1049,590.7,999999,A011,-38.8732819,-69.20057725,6,0,0,2,10,24
6393,AST.Nq.AH-1001,AH-1001,617.5,1700,A068,-38.8727988,-69.19271096,0,0,0,2,0,13
6394,QCO.Nq.Gu-1017,Gu-1017,607,1600,A011,-38.86162527,-69.21506197,4,0,0,2,0,16
6395,QCO.Nq.Gu-1002,Gu-1002,601.5,1612,A011,-38.86111494,-69.21162813,0,0,0,2,0,16
6396,YPF.Nq.Gu.a-11,Gu.a-11,588.8,1801,A011,-38.86467357,-69.19585373,4,0,0,2,2,7
6397,PNR.Nq.BG-1033,BG-1033,581,1800,A011,-38.84126653,-69.16138145,3,0,0,2,1,7
6398,PNR.Nq.BG.a-1030,BG.a-1030,578.6,1780,A011,-38.84273524,-69.16425721,4,0,0,2,2,13
6399,PNR.Nq.BG.a-1040,BG.a-1040,587.6,1950,A011,-38.83350654,-69.13274584,3,0,0,2,0,7
6400,PNR.Nq.BBG-35,BBG-35,570,1740,A011,-38.85573321,-69.09431123,4,0,0,2,2,16
6401,CHA.Nq.PEO.x-1,PEO.x-1,566.6,1554,A011,-38.85938801,-69.08391154,4,0,0,2,2,13
6402,AEA.Nq.PEO-4,PEO-4,567.78,1628,A011,-38.85671078,-69.08198364,4,0,0,2,1,13
6403,YPF.Nq.BG.x-4,BG.x-4,596.2,1741,A011,-38.84466486,-69.10736451,4,0,0,2,0,7
6404,PNR.Nq.BBG-41,BBG-41,633.2,1683,A011,-38.8356388,-69.07712599,4,0,0,2,2,2
6405,QCO.Nq.PL-1002,PL-1002,655.5,1504,A011,-38.82069379,-69.0649963,4,0,0,2,2,13
6406,YPF.Nq.PL-12,PL-12,649.6,1449,A011,-38.82573438,-69.06711516,4,0,0,2,2,13
6407,CHA.Nq.PL-1035,PL-1035,635.2,1640,A011,-38.81647142,-69.08130914,4,0,0,2,0,13
6408,CHA.Nq.PL-1033,PL-1033,638.4,1717,A011,-38.81641681,-69.07817495,4,0,0,2,0,13
6409,CHA.Nq.PL-1012,PL-1012,597.1,1383,A011,-38.84038255,-69.05328704,4,0,0,2,2,13
6410,YPF.Nq.PL-32,PL-32,606.3,1549,A011,-38.83872718,-69.04508417,4,0,0,2,2,13
6411,PNR.Nq.PL-1054,PL-1054,605.6,1400,A011,-38.84511985,-69.04148953,4,0,0,2,2,7
6412,CHA.Nq.PE-24,PE-24,606.9,1360,A011,-38.84965388,-69.04499891,4,0,0,2,2,13
6413,CHA.Nq.PE-17,PE-17,600.1,1308,A011,-38.85177865,-69.04778804,4,0,0,2,2,13
6414,CHA.Nq.PE.x-2,PE.x-2,582.8,1345,A011,-38.85564864,-69.05553235,4,0,0,2,1,13
6415,CHA.Nq.PE-14,PE-14,582.6,1363,A011,-38.85701349,-69.05229485,4,0,0,2,2,13
6416,CHA.Nq.PE-32,PE-32,701.4,1330,A011,-38.84889889,-69.01931721,4,0,0,2,2,13
6417,PNR.Nq.PE-47,PE-47,687.3,1500,A011,-38.84707096,-69.01462847,4,0,0,2,2,7
6418,PNR.Nq.PE-43,PE-43,688.8,1400,A011,-38.84824395,-69.01335929,4,0,0,2,1,13
6419,PNR.Nq.PE-44,PE-44,689.5,1400,A011,-38.8486352,-69.01016395,4,0,0,2,1,13
6420,PNR.Nq.PE-45bis,PE-45bis,690.4,1396,A011,-38.84898315,-69.00672893,4,0,0,2,2,13
6421,PNR.Nq.PE-46,PE-46,689.6,1330,A011,-38.84856987,-69.0026925,4,0,0,2,2,13
6422,PNR.Nq.NB-51,NB-51,702.9,1300,A011,-38.85131979,-69.0125246,1,0,0,2,1,16
6423,YPF.Nq.NE.x-4,NE.x-4,563,1060,A011,-38.81952449,-69.02316082,4,0,0,2,0,7
6424,YPF.Nq.PL-31,PL-31,581.7,1350,A011,-38.8244449,-69.03175186,4,0,0,2,0,7
6425,PNR.Nq.PL-1049,PL-1049,578.4,1350,A011,-38.8242098,-69.03001397,4,0,0,2,0,13
6426,PNR.Nq.NE-21,NE-21,560,1029,A011,-38.81655795,-69.00768385,4,0,0,2,2,13
6427,CHA.Nq.PLE.x-1,PLE.x-1,583.9,1236,A011,-38.82224662,-69.03742883,4,0,0,2,0,13
6428,PNR.Nq.EM.a-7,EM.a-7,706.6,1600,A012,-39.19489212,-69.18814686,3,0,0,15,0,7
6429,PNR.Nq.EM.a-3,EM.a-3,730.6,1500,A012,-39.20913394,-69.182925,4,0,0,15,0,7
6430,PNR.Nq.EM-5,EM-5,708.1,2711,A012,-39.19560074,-69.17077475,3,0,0,15,0,7
6431,PNR.NQ EM.a-9,EM.a-9,699.5,1370,A012,-39.19678032,-69.14543793,3,0,0,15,0,7
6432,YPF.Nq.EM.x-1,EM.x-1,688.2,1487,A012,-39.19170644,-69.14296892,3,0,0,15,0,7
6433,PNR.Nq.LPd-1015,LPd-1015,669.3,1590,A012,-39.19068134,-69.12650176,4,0,0,15,0,7
6434,PNR.Nq.LPd.a-1018,LPd.a-1018,673.6,1600,A012,-39.17415313,-69.04234506,3,0,0,15,0,7
6435,BRI.Nq.CL-1008,CL-1008,691.3,1370,A012,-39.24385518,-69.65973911,4,0,0,15,2,18
6436,BRI.Nq.CL-1009,CL-1009,688.6,1368,A012,-39.24186083,-69.65582604,4,0,0,15,2,13
6437,BRI.Nq.CL-1010,CL-1010,682.7,1354,A012,-39.24266869,-69.65117128,4,0,0,15,2,13
6438,BRI.Nq.CL-1014,CL-1014,679,1347,A012,-39.24220254,-69.64633978,4,0,0,15,2,13
6439,BRI.Nq.CL-1005,CL-1005,670.6,1359,A012,-39.24527691,-69.64654835,4,0,0,15,2,18
6440,BRI.Nq.CL-1016,CL-1016,674.6,1330,A012,-39.24307578,-69.64264667,0,0,0,15,2,13
6441,YPF.Nq.CL.a-22,CL.a-22,643.3,1336,A012,-39.24368924,-69.62837377,4,0,0,15,2,13
6442,YPF.Nq.CL.a-23,CL.a-23,654.8,1382,A012,-39.24046405,-69.63999629,0,0,0,15,0,18
6443,BRI.Nq.CL-1007,CL-1007,683.3,1383,A012,-39.24530348,-69.65568296,4,0,0,15,2,18
6444,BRI.Nq.CL-1006,CL-1006,677.6,1351,A012,-39.2462298,-69.65107181,0,0,0,15,0,13
6445,BRI.Nq.CL-1004,CL-1004,665.8,1252,A012,-39.24608209,-69.64204973,4,0,0,15,1,13
6446,BRI.Nq.CL-1003,CL-1003,662.3,1351,A012,-39.2453241,-69.63756257,4,0,0,15,2,13
6447,BRI.Nq.CL-1012,CL-1012,659.4,1384,A012,-39.24880678,-69.63898666,4,0,0,15,2,13
6448,BRI.Nq.CL-1001,CL-1001,662.1,1360,A012,-39.24505233,-69.63292663,4,0,0,15,2,13
6449,YPF.Nq.CL.x-3,CL.x-3,651.1,1415,A012,-39.23432378,-69.5836193,3,0,0,15,0,7
6450,YPF.Nq.CL.a-5,CL.a-5,635.3,1417,A012,-39.24894153,-69.57920736,4,0,0,15,2,7
6451,YPF.Nq.CG.a-12,CG.a-12,821.9,1403,A012,-39.17221389,-69.52127201,3,0,0,15,0,7
6452,YPF.Nq.CG-13,CG-13,833.5,1401,A012,-39.18465367,-69.53509165,3,0,0,15,0,7
6453,PNR.Nq.AQ.a-42,AQ.a-42,417.7,1314,A012,-39.0926977,-68.88083194,3,0,0,15,0,7
6454,YPF.Nq.AQ-25,AQ-25,431.8,1228,A012,-39.08852933,-68.89016966,4,0,0,15,2,13
6455,YPF.Nq.AQ-26,AQ-26,437,1230,A012,-39.09152562,-68.89151518,4,0,0,15,2,13
6456,PNR.Nq.AQ-39,AQ-39,412.4,1400,A012,-39.08273373,-68.86727863,4,0,0,15,2,13
6457,PNR.Nq.AQ-41,AQ-41,411.7,1429,A012,-39.0846479,-68.86867628,4,0,0,15,2,13
6458,BRI.Nq.AQE.x-1001,AQE.x-1001,400.5,1552,A012,-39.07344925,-68.84299835,3,0,0,15,0,7
6459,PNR.Nq.AQ.a-40,AQ.a-40,405.9,1400,A012,-39.08389376,-68.83658647,3,0,0,15,0,7
6460,PNR.Nq.NQ-1041,NQ-1041,402.7,1340,A012,-39.05740198,-68.80112391,0,0,0,15,2,13
6461,PNR.Nq.NQ-1038,NQ-1038,389,1300,A012,-39.05670912,-68.79330816,4,0,0,15,1,16
6462,PNR.Nq.NQ-1054,NQ-1054,420,1300,A012,-39.0611738,-68.81376501,3,0,0,15,0,7
6463,PNR.Nq.NQ-1050,NQ-1050,390.4,1280,A012,-39.07238998,-68.77718807,4,0,0,15,2,18
6464,BRI.Nq.NQ-1010,NQ-1010,394.7,1264,A012,-39.07531198,-68.77659172,0,0,0,15,2,10
6465,YPF.Nq.NQ-25,NQ-25,407.8,1234,A012,-39.06638746,-68.79939959,4,0,0,15,2,13
6466,PNR.Nq.NQ-1023,NQ-1023,407.1,1300,A012,-39.06139592,-68.79728401,0,0,0,15,1,13
6467,YPF.Nq.NQ-11,NQ-11,394.1,1227,A012,-39.06989113,-68.80740156,4,0,0,15,2,10
6468,YPF.Nq.NQ.x-2,NQ.x-2,401.1,1036,A012,-39.07059485,-68.81017915,4,0,0,15,2,10
6469,PNR.Nq.NQ-1044,NQ-1044,386.7,1303,A012,-39.07770945,-68.79193283,4,0,0,15,2,18
6470,BRI.Nq.NQ-1004,NQ-1004,388.2,1248,A012,-39.07986265,-68.78141064,4,0,0,15,2,10
6471,BRI.Nq.NQ-1008,NQ-1008,393.6,1267,A012,-39.07602552,-68.77311754,4,0,0,15,2,13
6472,BRI.Nq.NQ-1007,NQ-1007,381.1,1251,A012,-39.08058362,-68.77436553,4,0,0,15,2,10
6473,BRI.Nq.NQ-1014,NQ-1014,376.8,1241,A012,-39.08104115,-68.77183795,4,0,0,15,2,10
6474,PNR.Nq.NQ-1029,NQ-1029,387.6,1278,A012,-39.09001918,-68.78554692,4,0,0,15,1,13
6475,PNR.Nq.PN.a-3,PN.a-3,928.1,1150,A012,-38.93760763,-69.47345436,4,0,0,15,2,7
6476,PNR.Nq.PN.a-2,PN.a-2,943.5,1050,A012,-38.93830535,-69.470563,4,0,0,15,2,13
6477,YPF.Nq.LP-7,LP-7,735.8,1000,A012,-39.2684862,-69.10174348,0,0,0,15,2,13
6478,AEA.Nq.LP-20,LP-20,717.93,1008,A012,-39.27252286,-69.08482334,4,0,0,15,2,7
6479,YPF.Nq.LP.x-1,LP.x-1,729.3,1164,A012,-39.26543712,-69.10072055,4,0,0,15,2,16
6480,YPF.Nq.LP.x-2,LP.x-2,787.5,1240,A012,-39.28075071,-69.17145928,3,0,0,15,0,7
6481,PNR.Nq.CT.a-272,CT.a-272,564.4,1100,A024,-38.87533306,-69.0880487,4,0,0,15,1,13
6482,YPF.Nq.CT-148,CT-148,564.9,759,A024,-38.88173569,-69.08710812,4,0,0,15,0,7
6483,YPF.Nq.NA.a-184,NA.a-184,393.8,1452,A024,-38.95789356,-68.91426463,3,0,0,15,0,7
6484,CHA.Nq.D.a-109,D.a-109,557.7,611,A068,-38.90719966,-69.0934835,3,0,0,2,0,7
6485,YPF.Nq.NI-35,NI-35,658.2,725,A120,-38.91678915,-69.29680956,4,0,0,15,2,16
6486,CHA.Nq.NI.x-72,NI.x-72,659.9,1300,A120,-38.91764076,-69.29737348,1,0,0,15,1,13
6487,YPF.Nq.NL.x-27,NL.x-27,767.9,1349,A120,-38.89588049,-69.42120922,3,0,0,15,0,7
6488,YPF.Nq.NL.a-33,NL.a-33,775.4,1801,A120,-38.91039644,-69.42000372,3,0,0,15,0,7
6489,APA.Nq.NL-58,NL-58,728.21,1672,A120,-38.89977889,-69.39066343,1,2,0,15,1,16
6490,APA.Nq.NL-65(d),NL-65(d),723.76,2150,A120,-38.90115102,-69.38816298,1,0,1,15,2,16
6491,AEA.Nq.NL-52,NL-52,717.6,1599,A120,-38.90764679,-69.38907039,4,0,0,15,1,10
6492,PNR.Nq.NL.a-49,NL.a-49,718.4,1500,A120,-38.90165915,-69.35623155,4,0,0,15,1,13
6493,PSF.Nq.SCh-13,SCh-13,592.98,1922,A167,-38.07456489,-69.25549726,1,0,0,16,2,14
6494,PSF.Nq.SCh-30,SCh-30,700.34,1914,A167,-38.18004649,-69.28350709,1,2,0,16,0,14
6495,PSF.Nq.SCh-41,SCh-41,754,1997,A167,-38.08496483,-69.32509733,1,0,0,16,1,14
6496,YPF.Nq.AmCh.x-2,AmCh.x-2,1325.21,3294,A167,-38.07336864,-69.50628977,4,0,0,16,2,7
6497,PSF.Nq.SChO.x-1,SChO.x-1,1209,2040,A167,-38.11587438,-69.47537934,4,0,0,16,2,7
6498,PSF.Nq.SCh.e-10,SCh.e-10,759.5,2008,A167,-38.07266483,-69.32779732,1,0,0,16,1,14
6499,PSF.Nq.SCh.e-7,SCh.e-7,616.04,1950,A167,-38.09176488,-69.26349729,1,0,0,16,1,14
6500,PSF.Nq.LLB.x-1,LLB.x-1,621,2003,A167,-38.01096442,-69.31999789,1,0,0,16,0,14
6501,PBE.Nq.SCh-72,SCh-72,534.4,1933,A167,-38.072122,-69.24092499,1,0,0,16,1,14
6502,YPF.Nq.PH-583,PH-583,999999,999999,A149,-37.25096931,-69.16666491,6,0,0,2,10,24
6503,PBE.Nq.PH.ia-1869(d),PH.ia-1869(d),646.3,933,A149,-37.27765499,-69.07244599,0,0,1,2,1,0
